Name,Connection Type,App,Platform,Country,Date,Impressions,Ad Revenue,CPM
connection 302,Mock Connection - facebook.com,Tetris,Firefox OS,Japan,2020-05-01,3205,6,1
connection 303,Mock Connection - inmobi.com,Tetris,Firefox OS,Brazil,2020-05-01,1597,13,8
connection 304,Mock Connection - vungle.com,Pong,Android,United States,2020-05-01,5678,31,5
connection 305,Mock Connection - inmobi.com,Snake,Firefox OS,Germany,2020-05-01,5940,19,3
connection 306,Mock Connection - facebook.com,Snake,iOS,Japan,2020-05-01,1893,12,6
connection 307,Mock Connection - chartboost.com,Pong,iOS,Canada,2020-05-01,2291,14,6
connection 308,Mock Connection - inmobi.com,Snake,Firefox OS,Canada,2020-05-01,11344,21,1
connection 309,Mock Connection - chartboost.com,Pong,Firefox OS,Japan,2020-05-01,2939,3,1
connection 310,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Denmark,2020-05-01,1698,5,3
connection 311,Mock Connection - vungle.com,Snake,Firefox OS,Denmark,2020-05-01,6420,49,7
connection 312,Mock Connection - adcolony.com,Snake,Firefox OS,Denmark,2020-05-01,29,0,19
connection 313,Mock Connection - chartboost.com,Pong,Android,Denmark,2020-05-01,5569,16,2
connection 314,Mock Connection - flurry.com,Tetris,Firefox OS,Germany,2020-05-01,851,15,18
connection 315,Mock Connection - inmobi.com,Snake,iOS,Brazil,2020-05-01,4189,18,4
connection 316,Mock Connection - vungle.com,Pong,Android,Germany,2020-05-01,2132,13,6
connection 317,Mock Connection - facebook.com,Snake,Android,Canada,2020-05-01,771,3,4
connection 318,Mock Connection - adcolony.com,Tetris,Firefox OS,United States,2020-05-01,107,5,55
connection 319,Mock Connection - vungle.com,Pong,iOS,Japan,2020-05-01,3145,11,3
connection 320,Mock Connection - flurry.com,Snake,Firefox OS,Denmark,2020-05-01,1804,16,8
connection 321,Mock Connection - applovin.com,Snake,Android,Canada,2020-05-01,6898,6,0
connection 322,Mock Connection - vungle.com,Snake,Monte iOS,Germany,2020-05-01,1449,4,2
connection 323,Mock Connection - mopub.com,Snake,iOS,Japan,2020-05-01,4260,26,6
connection 324,Mock Connection - adcolony.com,Snake,Android,Canada,2020-05-01,2133,5,2
connection 325,Mock Connection - inmobi.com,Snake,Android,Japan,2020-05-01,12135,49,4
connection 326,Mock Connection - mopub.com,Masako Tetris,Masako iOS,Denmark,2020-05-01,156,11,71
connection 327,Mock Connection - inmobi.com,Tetris,iOS,Canada,2020-05-01,5360,46,8
connection 328,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Japan,2020-05-01,180,6,35
connection 329,Mock Connection - adcolony.com,2.0,Android,United States,2020-05-01,218,0,2
connection 330,Mock Connection - adcolony.com,Tetris,iOS,Japan,2020-05-01,730,13,18
connection 331,Mock Connection - vungle.com,Tetris,Android,Denmark,2020-05-01,303,0,0
connection 332,Mock Connection - flurry.com,Pong,Android,United States,2020-05-01,1420,24,16
connection 333,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Brazil,2020-05-01,410,0,1
connection 334,Mock Connection - adcolony.com,Pong,Luciano iOS,Canada,2020-05-01,1158,0,0
connection 335,Mock Connection - facebook.com,Pong,Firefox OS,Japan,2020-05-01,3618,10,2
connection 336,Mock Connection - applovin.com,Snake,Android,Brazil,2020-05-01,2083,19,9
connection 337,Mock Connection - applovin.com,Pong,Android,Brazil,2020-05-01,192,3,20
connection 338,Mock Connection - flurry.com,Pong,Firefox OS,Denmark,2020-05-01,3049,35,11
connection 339,Mock Connection - applovin.com,Snake,iOS,Denmark,2020-05-01,4506,31,6
connection 340,Mock Connection - flurry.com,Pong,iOS,Canada,2020-05-01,2919,15,5
connection 341,Mock Connection - mopub.com,Snake,iOS,Brazil,2020-05-01,640,1,3
connection 342,Mock Connection - mopub.com,Tetris,Firefox OS,United States,2020-05-01,832,10,12
connection 343,Mock Connection - applovin.com,Pong,iOS,Canada,2020-05-01,1540,6,4
connection 344,Mock Connection - applovin.com,Pong,Firefox OS,Brazil,2020-05-01,686,0,0
connection 345,Mock Connection - adcolony.com,Snake,Android,United States,2020-05-01,148,9,64
connection 346,Mock Connection - facebook.com,Tetris,iOS,Brazil,2020-05-01,899,2,2
connection 347,Mock Connection - chartboost.com,Snake,Firefox OS,United States,2020-05-01,4251,5,1
connection 348,Mock Connection - mopub.com,Masako Tetris,Android,Denmark,2020-05-01,761,2,2
connection 349,Mock Connection - chartboost.com,Snake,Firefox OS,Brazil,2020-05-01,1306,7,5
connection 350,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Germany,2020-05-01,2152,14,6
connection 351,Mock Connection - adcolony.com,Pong,Luciano iOS,Germany,2020-05-01,842,2,3
connection 352,Mock Connection - flurry.com,Pong,Android,Canada,2020-05-01,1903,14,7
connection 353,Mock Connection - inmobi.com,Tetris,Android,Germany,2020-05-01,1174,8,7
connection 354,Mock Connection - flurry.com,Tetris,Firefox OS,Japan,2020-05-01,529,5,10
connection 355,Mock Connection - chartboost.com,Pong,iOS,Germany,2020-05-01,2678,12,4
connection 356,Mock Connection - mopub.com,Snake,Firefox OS,Denmark,2020-05-01,1954,9,4
connection 357,Mock Connection - vungle.com,Tetris,Android,Germany,2020-05-01,2213,16,7
connection 358,Mock Connection - flurry.com,Tetris,Others,Denmark,2020-05-01,2631,11,4
connection 359,Mock Connection - vungle.com,Snake,Monte iOS,Canada,2020-05-01,1725,3,2
connection 360,Mock Connection - mopub.com,Pong,Android,Brazil,2020-05-01,3164,15,4
connection 361,Mock Connection - adcolony.com,2.0,Firefox OS,Germany,2020-05-01,421,3,7
connection 362,Mock Connection - flurry.com,Snake,Firefox OS,United States,2020-05-01,3686,7,1
connection 363,Mock Connection - facebook.com,Snake,Android,Japan,2020-05-01,1007,13,13
connection 364,Mock Connection - facebook.com,Pong,Android,Canada,2020-05-01,185,0,0
connection 365,Mock Connection - applovin.com,Snake,Firefox OS,Germany,2020-05-01,3348,16,4
connection 366,Mock Connection - flurry.com,Pong,iOS,Brazil,2020-05-01,903,6,7
connection 367,Mock Connection - flurry.com,Tetris,Android,Canada,2020-05-01,3402,18,5
connection 368,Mock Connection - chartboost.com,Snake,Android,Japan,2020-05-01,975,40,41
connection 369,Mock Connection - applovin.com,Snake,iOS,Canada,2020-05-01,4566,20,4
connection 370,Mock Connection - flurry.com,Pong,iOS,Japan,2020-05-01,3962,16,4
connection 371,Mock Connection - applovin.com,Pong,iOS,Brazil,2020-05-01,610,0,0
connection 372,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Denmark,2020-05-01,62,3,50
connection 373,Mock Connection - applovin.com,Tetris,Firefox OS,Canada,2020-05-01,2487,19,7
connection 374,Mock Connection - facebook.com,Pong,iOS,Germany,2020-05-01,987,2,2
connection 375,Mock Connection - mopub.com,Tetris,iOS,Canada,2020-05-01,1527,2,1
connection 376,Mock Connection - mopub.com,Tetris,Firefox OS,Denmark,2020-05-01,380,3,8
connection 377,Mock Connection - flurry.com,Pong,Android,Denmark,2020-05-01,6369,50,7
connection 378,Mock Connection - flurry.com,Tetris,Firefox OS,Brazil,2020-05-01,346,2,8
connection 379,Mock Connection - flurry.com,Snake,iOS,United States,2020-05-01,2319,16,6
connection 380,Mock Connection - mopub.com,Tetris,Android,Germany,2020-05-01,1884,5,2
connection 381,Mock Connection - inmobi.com,Tetris,iOS,Japan,2020-05-01,2192,12,5
connection 382,Mock Connection - adcolony.com,Pong,Android,Brazil,2020-05-01,1798,4,2
connection 383,Mock Connection - chartboost.com,Tetris,Firefox OS,Germany,2020-05-01,451,0,1
connection 384,Mock Connection - vungle.com,Pong,Firefox OS,Canada,2020-05-01,6031,15,2
connection 385,Mock Connection - adcolony.com,Tetris,Android,United States,2020-05-01,2613,8,3
connection 386,Mock Connection - vungle.com,Monte Tetris,Android,United States,2020-05-01,1224,0,0
connection 387,Mock Connection - vungle.com,Snake,Monte iOS,Denmark,2020-05-01,5304,45,8
connection 388,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Brazil,2020-05-01,1730,4,2
connection 389,Mock Connection - facebook.com,Pong,Firefox OS,Germany,2020-05-01,825,15,18
connection 390,Mock Connection - facebook.com,Pong,Firefox OS,Denmark,2020-05-01,761,1,2
connection 391,Mock Connection - facebook.com,Pong,Android,Germany,2020-05-01,1643,2,1
connection 392,Mock Connection - facebook.com,Tetris,Android,United States,2020-05-01,130,0,2
connection 393,Mock Connection - flurry.com,Snake,iOS,Germany,2020-05-01,372,0,2
connection 394,Mock Connection - flurry.com,Tetris,Firefox OS,Denmark,2020-05-01,1453,20,14
connection 395,Mock Connection - inmobi.com,Randy,Android,Japan,2020-05-01,2643,8,3
connection 396,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Japan,2020-05-01,359,0,2
connection 397,Mock Connection - facebook.com,Pong,iOS,United States,2020-05-01,1993,11,5
connection 398,Mock Connection - vungle.com,Tetris,Android,Brazil,2020-05-01,958,15,16
connection 399,Mock Connection - inmobi.com,Randy,Android,Canada,2020-05-01,1118,17,15
connection 400,Mock Connection - applovin.com,Tetris,Android,Germany,2020-05-01,4452,37,8
connection 401,Mock Connection - adcolony.com,Luciano Tetris,Android,Germany,2020-05-01,2093,4,2
connection 402,Mock Connection - adcolony.com,Tetris,Firefox OS,Germany,2020-05-01,636,0,0
connection 403,Mock Connection - facebook.com,Tetris,Android,Germany,2020-05-01,1548,21,13
connection 404,Mock Connection - chartboost.com,Tetris,iOS,United States,2020-05-01,900,10,11
connection 405,Mock Connection - facebook.com,Pong,Android,United States,2020-05-01,1681,7,4
connection 406,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Japan,2020-05-01,581,0,1
connection 407,Mock Connection - flurry.com,Tetris,Android,Brazil,2020-05-01,233,5,25
connection 408,Mock Connection - flurry.com,Pong,iOS,United States,2020-05-01,3110,27,8
connection 409,Mock Connection - vungle.com,Tetris,iOS,Brazil,2020-05-01,2414,4,2
connection 410,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Japan,2020-05-01,767,6,8
connection 411,Mock Connection - inmobi.com,Pong,Firefox OS,United States,2020-05-01,2401,13,5
connection 412,Mock Connection - adcolony.com,Snake,Android,Denmark,2020-05-01,66,1,17
connection 413,Mock Connection - flurry.com,Pong,Firefox OS,Germany,2020-05-01,1412,6,4
connection 414,Mock Connection - facebook.com,Michael Tetris,Michael iOS,United States,2020-05-01,588,1,1
connection 415,Mock Connection - inmobi.com,Pong,Android,Germany,2020-05-01,5986,21,3
connection 416,Mock Connection - applovin.com,Pong,Android,Canada,2020-05-01,1963,11,5
connection 417,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Germany,2020-05-01,2282,2,0
connection 418,Mock Connection - inmobi.com,Randy,Firefox OS,Canada,2020-05-01,2209,5,2
connection 419,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Brazil,2020-05-01,990,0,0
connection 420,Mock Connection - vungle.com,Tetris,iOS,Canada,2020-05-01,3089,20,6
connection 421,Mock Connection - applovin.com,Pong,iOS,Denmark,2020-05-01,942,8,9
connection 422,Mock Connection - vungle.com,Pong,Firefox OS,Denmark,2020-05-01,2528,11,4
connection 423,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Canada,2020-05-01,2869,22,7
connection 424,Mock Connection - flurry.com,Tetris,iOS,Canada,2020-05-01,3024,5,1
connection 425,Mock Connection - adcolony.com,2.0,Firefox OS,Denmark,2020-05-01,1708,12,7
connection 426,Mock Connection - facebook.com,Tetris,Firefox OS,Germany,2020-05-01,1354,5,4
connection 427,Mock Connection - flurry.com,Snake,Android,Canada,2020-05-01,138,7,53
connection 428,Mock Connection - adcolony.com,Tetris,iOS,Canada,2020-05-01,344,0,0
connection 429,Mock Connection - inmobi.com,Snake,Firefox OS,United States,2020-05-01,3044,22,7
connection 430,Mock Connection - applovin.com,Tetris,Firefox OS,Germany,2020-05-01,4262,21,5
connection 431,Mock Connection - chartboost.com,Tetris,Firefox OS,United States,2020-05-01,1497,3,2
connection 432,Mock Connection - applovin.com,Pong,Android,Germany,2020-05-01,685,17,25
connection 433,Mock Connection - applovin.com,Tetris,Android,United States,2020-05-01,1240,4,3
connection 434,Mock Connection - mopub.com,Pong,Firefox OS,Brazil,2020-05-01,101,2,27
connection 435,Mock Connection - mopub.com,Pong,iOS,Canada,2020-05-01,5550,26,4
connection 436,Mock Connection - chartboost.com,Pong,Firefox OS,Brazil,2020-05-01,652,3,5
connection 437,Mock Connection - flurry.com,Tetris,Android,Denmark,2020-05-01,578,7,12
connection 438,Mock Connection - adcolony.com,Pong,Luciano iOS,Denmark,2020-05-01,1581,15,9
connection 439,Mock Connection - chartboost.com,Pong,Firefox OS,United States,2020-05-01,1294,0,0
connection 440,Mock Connection - vungle.com,Tetris,iOS,Denmark,2020-05-01,1383,1,1
connection 441,Mock Connection - vungle.com,Tetris,iOS,Germany,2020-05-01,4954,13,2
connection 442,Mock Connection - vungle.com,Pong,iOS,Brazil,2020-05-01,2487,13,5
connection 443,Mock Connection - facebook.com,Tetris,iOS,Canada,2020-05-01,263,3,12
connection 444,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Brazil,2020-05-01,599,18,30
connection 445,Mock Connection - inmobi.com,Snake,Firefox OS,Japan,2020-05-01,3621,28,7
connection 446,Mock Connection - mopub.com,Snake,Android,United States,2020-05-01,3337,14,4
connection 447,Mock Connection - inmobi.com,Snake,iOS,Denmark,2020-05-01,5923,35,5
connection 448,Mock Connection - chartboost.com,Tetris,Firefox OS,Japan,2020-05-01,767,17,23
connection 449,Mock Connection - mopub.com,Pong,Android,Canada,2020-05-01,2070,0,0
connection 450,Mock Connection - applovin.com,Snake,iOS,Brazil,2020-05-01,1087,10,9
connection 451,Mock Connection - applovin.com,Tetris,iOS,Germany,2020-05-01,1222,3,2
connection 452,Mock Connection - flurry.com,Tetris,Others,Germany,2020-05-01,248,1,6
connection 453,Mock Connection - chartboost.com,Snake,Android,United States,2020-05-01,4001,20,5
connection 454,Mock Connection - vungle.com,Snake,Monte iOS,Brazil,2020-05-01,171,0,4
connection 455,Mock Connection - applovin.com,Tetris,iOS,Brazil,2020-05-01,1763,6,3
connection 456,Mock Connection - flurry.com,Pong,Firefox OS,Brazil,2020-05-01,449,3,7
connection 457,Mock Connection - applovin.com,Tetris,iOS,United States,2020-05-01,3198,17,5
connection 458,Mock Connection - applovin.com,Tetris,iOS,Denmark,2020-05-01,1644,14,8
connection 459,Mock Connection - facebook.com,Snake,iOS,Denmark,2020-05-01,814,3,4
connection 460,Mock Connection - mopub.com,Snake,Firefox OS,Japan,2020-05-01,2356,7,3
connection 461,Mock Connection - vungle.com,Pong,Firefox OS,Brazil,2020-05-01,3602,22,6
connection 462,Mock Connection - vungle.com,Snake,Firefox OS,Japan,2020-05-01,7280,26,3
connection 463,Mock Connection - facebook.com,Tetris,iOS,United States,2020-05-01,475,7,15
connection 464,Mock Connection - chartboost.com,Pong,iOS,Japan,2020-05-01,2303,11,4
connection 465,Mock Connection - vungle.com,Pong,Monte iOS,Canada,2020-05-01,2424,10,4
connection 466,Mock Connection - applovin.com,Tetris,Android,Canada,2020-05-01,1491,7,4
connection 467,Mock Connection - inmobi.com,Snake,iOS,Germany,2020-05-01,3683,13,3
connection 468,Mock Connection - applovin.com,Snake,Firefox OS,Denmark,2020-05-01,1934,37,19
connection 469,Mock Connection - inmobi.com,Tetris,Firefox OS,United States,2020-05-01,2405,3,1
connection 470,Mock Connection - adcolony.com,Pong,Luciano iOS,United States,2020-05-01,805,0,0
connection 471,Mock Connection - mopub.com,Pong,iOS,Denmark,2020-05-01,2747,5,1
connection 472,Mock Connection - vungle.com,Monte Tetris,Firefox OS,United States,2020-05-01,2479,11,4
connection 473,Mock Connection - facebook.com,Michael Tetris,Android,Germany,2020-05-01,1868,6,3
connection 474,Mock Connection - inmobi.com,Snake,Android,United States,2020-05-01,4855,13,2
connection 475,Mock Connection - inmobi.com,Tetris,Firefox OS,Germany,2020-05-01,2394,17,7
connection 476,Mock Connection - mopub.com,Pong,iOS,United States,2020-05-01,3013,9,3
connection 477,Mock Connection - vungle.com,Monte Tetris,Android,Brazil,2020-05-01,1245,4,3
connection 478,Mock Connection - applovin.com,Tetris,Firefox OS,United States,2020-05-01,1710,20,11
connection 479,Mock Connection - inmobi.com,Pong,Android,United States,2020-05-01,4456,18,4
connection 480,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Germany,2020-05-01,1051,3,3
connection 481,Mock Connection - applovin.com,Snake,Firefox OS,Canada,2020-05-01,3143,4,1
connection 482,Mock Connection - applovin.com,Tetris,Firefox OS,Brazil,2020-05-01,2566,9,3
connection 483,Mock Connection - applovin.com,Tetris,Android,Denmark,2020-05-01,306,2,8
connection 484,Mock Connection - facebook.com,Michael Tetris,Android,United States,2020-05-01,2148,25,12
connection 485,Mock Connection - inmobi.com,Pong,iOS,United States,2020-05-01,4309,38,8
connection 486,Mock Connection - chartboost.com,Judy Tetris,Android,United States,2020-05-01,514,0,0
connection 487,Mock Connection - mopub.com,Tetris,iOS,Japan,2020-05-01,1784,11,6
connection 488,Mock Connection - vungle.com,Monte Tetris,Android,Canada,2020-05-01,1213,1,1
connection 489,Mock Connection - mopub.com,Snake,iOS,Canada,2020-05-01,2663,5,2
connection 490,Mock Connection - chartboost.com,Tetris,Firefox OS,Denmark,2020-05-01,2454,2,0
connection 491,Mock Connection - applovin.com,Tetris,iOS,Canada,2020-05-01,1171,5,4
connection 492,Mock Connection - mopub.com,Pong,Firefox OS,Canada,2020-05-01,1860,20,11
connection 493,Mock Connection - vungle.com,Snake,iOS,Brazil,2020-05-01,1972,18,9
connection 494,Mock Connection - applovin.com,Snake,Android,United States,2020-05-01,6974,35,5
connection 495,Mock Connection - flurry.com,Snake,Android,United States,2020-05-01,2711,18,6
connection 496,Mock Connection - mopub.com,Snake,Firefox OS,Germany,2020-05-01,3402,5,1
connection 497,Mock Connection - inmobi.com,Pong,Firefox OS,Japan,2020-05-01,4607,65,14
connection 498,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Denmark,2020-05-01,1491,5,3
connection 499,Mock Connection - adcolony.com,2.0,Firefox OS,United States,2020-05-01,2342,7,3
connection 500,Mock Connection - mopub.com,Masako Tetris,Android,Brazil,2020-05-01,139,1,13
connection 501,Mock Connection - facebook.com,Pong,iOS,Brazil,2020-05-01,196,2,11
connection 502,Mock Connection - flurry.com,Tetris,Firefox OS,Canada,2020-05-01,3432,2,0
connection 503,Mock Connection - vungle.com,Tetris,Firefox OS,Denmark,2020-05-01,1591,4,3
connection 504,Mock Connection - inmobi.com,Randy,Firefox OS,United States,2020-05-01,2316,7,3
connection 505,Mock Connection - vungle.com,Snake,iOS,Japan,2020-05-01,4571,19,4
connection 506,Mock Connection - mopub.com,Snake,Android,Denmark,2020-05-01,6873,31,4
